"";"Taxa";"BL";"FR";"BD";"MO";"AM";"LS";"OT";"OS";"CS";"id";"name";"AphiaID";"url";"scientificname";"authority";"status";"unacceptreason";"taxonRankID";"rank";"valid_AphiaID";"valid_name";"valid_authority";"parentNameUsageID";"kingdom";"phylum";"class";"order";"family";"genus";"citation";"lsid";"isMarine";"isBrackish";"isFreshwater";"isTerrestrial";"isExtinct";"match_type";"modified";"Kingdom";"Phylum";"Subphylum";"Superclass";"Class";"Subclass";"Superorder";"Order";"Suborder";"Infraorder";"Parvorder";"Superfamily";"Family";"Genus";"Species";"Infraclass";"Subterclass";"Subfamily";"Tribe";"Section";"Subsection";"Subgenus";"Subspecies"
"312";"Pseudocuma longicorne";1;2;3;1;1;1;1;2;1;1;"Pseudocuma longicorne";110627;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=110627";"Pseudocuma (Pseudocuma) longicorne";"(Bate, 1858)";"accepted";NA;220;"Species";110627;"Pseudocuma (Pseudocuma) longicorne";"(Bate, 1858)";110438;"Animalia";"Arthropoda";"Malacostraca";"Cumacea";"Pseudocumatidae";"Pseudocuma";"Watling, L.; Gerken, S. (2021). World Cumacea Database. Pseudocuma (Pseudocuma) longicorne (Bate, 1858). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110627 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:110627";1;NA;NA;0;NA;"exact_subgenus";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Cumacea";NA;NA;NA;NA;"Pseudocumatidae";"Pseudocuma";"Pseudocuma (Pseudocuma) longicorne";NA;NA;NA;NA;NA;NA;"Pseudocuma (Pseudocuma)";NA
"313";"Psolus phantapus";3;3;4;2;2;3;1;1;2;313;"Psolus phantapus";124710;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124710";"Psolus phantapus";"(Strussenfelt, 1765)";"accepted";NA;220;"Species";124710;"Psolus phantapus";"(Strussenfelt, 1765)";146121;"Animalia";"Echinodermata";"Holothuroidea";"Dendrochirotida";"Psolidae";"Psolus";"WoRMS (2021). Psolus phantapus (Strussenfelt, 1765). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124710 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124710";1;0;0;0;NA;"exact";"2015-12-18T11:12:15Z";"Animalia";"Echinodermata";"Echinozoa";NA;"Holothuroidea";"Actinopoda";NA;"Dendrochirotida";NA;NA;NA;NA;"Psolidae";"Psolus";"Psolus phantapus";NA;NA;NA;NA;NA;NA;NA;NA
"314";"Pteria hirundo";4;1;4;4;3;4;3;4;2;314;"Pteria hirundo";140891;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140891";"Pteria hirundo";"(Linnaeus, 1758)";"accepted";NA;220;"Species";140891;"Pteria hirundo";"(Linnaeus, 1758)";138397;"Animalia";"Mollusca";"Bivalvia";"Ostreida";"Pteriidae";"Pteria";"MolluscaBase eds. (2021). MolluscaBase. Pteria hirundo (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140891 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140891";1;NA;NA;NA;NA;"exact";"2010-03-09T16:12:34.463Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";NA;"Ostreida";NA;NA;NA;"Pterioidea";"Pteriidae";"Pteria";"Pteria hirundo";"Pteriomorphia";NA;NA;NA;NA;NA;NA;NA
"315";"Pteroeides griseum";5;2;4;4;3;4;3;3;2;315;"Pteroeides griseum";181504;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=181504";"Pteroeides griseum";"(Bohadsch, 1761)";"accepted";NA;220;"Species";181504;"Pteroeides griseum";"(Bohadsch, 1761)";128496;"Animalia";"Cnidaria";"Anthozoa";"Pennatulacea";"Pennatulidae";"Pteroeides";"Cordeiro, R.; McFadden, C.; van Ofwegen, L.; Williams, G. (2021). World List of Octocorallia. Pteroeides griseum (Bohadsch, 1761). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=181504 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:181504";1;0;0;0;NA;"exact";"2020-01-03T03:53:03.630Z";"Animalia";"Cnidaria";NA;NA;"Anthozoa";"Octocorallia";NA;"Pennatulacea";"Subselliflorae";NA;NA;NA;"Pennatulidae";"Pteroeides";"Pteroeides griseum";NA;NA;NA;NA;NA;NA;NA;NA
"316";"Pycnogonum";2;1;4;2;2;3;1;3;2;316;"Pycnogonum";134595;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=134595";"Pycnogonum";"Brünnich, 1764";"accepted";NA;180;"Genus";134595;"Pycnogonum";"Brünnich, 1764";1567;"Animalia";"Arthropoda";"Pycnogonida";"Pantopoda";"Pycnogonidae";"Pycnogonum";"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2021). Pycnobase: World Pycnogonida Database. Pycnogonum Brünnich, 1764. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=134595 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:134595";1;NA;NA;NA;NA;"exact";"2007-05-14T16:01:11.910Z";"Animalia";"Arthropoda";"Chelicerata";NA;"Pycnogonida";NA;NA;"Pantopoda";"Eupantopodida";NA;NA;"Pycnogonoidea";"Pycnogonidae";"Pycnogonum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"317";"Pycnogonum litorale";2;1;4;2;2;3;1;3;2;317;"Pycnogonum litorale";239867;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=239867";"Pycnogonum litorale";"(Strøm, 1762)";"accepted";NA;220;"Species";239867;"Pycnogonum litorale";"(Strøm, 1762)";134595;"Animalia";"Arthropoda";"Pycnogonida";"Pantopoda";"Pycnogonidae";"Pycnogonum";"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2021). Pycnobase: World Pycnogonida Database. Pycnogonum litorale (Strøm, 1762). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=239867 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:239867";1;0;0;0;NA;"exact";"2009-01-03T22:31:34.807Z";"Animalia";"Arthropoda";"Chelicerata";NA;"Pycnogonida";NA;NA;"Pantopoda";"Eupantopodida";NA;NA;"Pycnogonoidea";"Pycnogonidae";"Pycnogonum";"Pycnogonum litorale";NA;NA;NA;NA;NA;NA;NA;NA
"318";"Pygospio elegans";2;3;3;3;1;2;2;3;1;318;"Pygospio elegans";131170;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131170";"Pygospio elegans";"Claparède, 1863";"accepted";NA;220;"Species";131170;"Pygospio elegans";"Claparède, 1863";129622;"Animalia";"Annelida";"Polychaeta";"Spionida";"Spionidae";"Pygospio";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Pygospio elegans Claparède, 1863. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131170 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131170";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Spionida";"Spioniformia";NA;NA;NA;"Spionidae";"Pygospio";"Pygospio elegans";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
"319";"Rissoides desmaresti";3;2;1;1;2;2;2;1;2;319;"Rissoides desmaresti";136135;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=136135";"Rissoides desmaresti";"(Risso, 1816)";"accepted";NA;220;"Species";136135;"Rissoides desmaresti";"(Risso, 1816)";136112;"Animalia";"Arthropoda";"Malacostraca";"Stomatopoda";"Squillidae";"Rissoides";"WoRMS (2021). Rissoides desmaresti (Risso, 1816). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=136135 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:136135";1;0;0;0;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Hoplocarida";NA;"Stomatopoda";"Unipeltata";NA;NA;"Squilloidea";"Squillidae";"Rissoides";"Rissoides desmaresti";NA;NA;NA;NA;NA;NA;NA;NA
"320";"Rostanga rubra";2;2;4;2;1;1;3;4;2;320;"Rostanga rubra";141404;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=141404";"Rostanga rubra";"(Risso, 1818)";"accepted";NA;220;"Species";141404;"Rostanga rubra";"(Risso, 1818)";138461;"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Discodorididae";"Rostanga";"MolluscaBase eds. (2021). MolluscaBase. Rostanga rubra (Risso, 1818). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=141404 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:141404";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Heterobranchia";"Nudipleura";"Nudibranchia";"Doridina";"Doridoidei";NA;"Doridoidea";"Discodorididae";"Rostanga";"Rostanga rubra";"Euthyneura";"Ringipleura";NA;NA;NA;NA;NA;NA
"321";"Scalibregma inflatum";3;2;1;2;1;1;3;3;1;321;"Scalibregma inflatum";130980;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=130980";"Scalibregma inflatum";"Rathke, 1843";"accepted";NA;220;"Species";130980;"Scalibregma inflatum";"Rathke, 1843";129555;"Animalia";"Annelida";"Polychaeta";NA;"Scalibregmatidae";"Scalibregma";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Scalibregma inflatum Rathke, 1843. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=130980 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:130980";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;NA;NA;NA;NA;NA;"Scalibregmatidae";"Scalibregma";"Scalibregma inflatum";"Scolecida";NA;NA;NA;NA;NA;NA;NA
"322";"Scaphander lignarius";3;2;4;2;2;2;3;4;2;322;"Scaphander lignarius";139488;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=139488";"Scaphander lignarius";"(Linnaeus, 1758)";"accepted";NA;220;"Species";139488;"Scaphander lignarius";"(Linnaeus, 1758)";137871;"Animalia";"Mollusca";"Gastropoda";"Cephalaspidea";"Scaphandridae";"Scaphander";"MolluscaBase eds. (2021). MolluscaBase. Scaphander lignarius (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=139488 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:139488";1;0;0;0;0;"exact";"2019-02-19T03:37:14.350Z";"Animalia";"Mollusca";NA;NA;"Gastropoda";"Heterobranchia";NA;"Cephalaspidea";NA;NA;NA;"Philinoidea";"Scaphandridae";"Scaphander";"Scaphander lignarius";"Euthyneura";"Tectipleura";NA;NA;NA;NA;NA;NA
"323";"Schistomysis";2;2;4;1;1;1;1;1;1;323;"Schistomysis";119905;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=119905";"Schistomysis";"Norman, 1892";"accepted";NA;180;"Genus";119905;"Schistomysis";"Norman, 1892";931967;"Animalia";"Arthropoda";"Malacostraca";"Mysida";"Mysidae";"Schistomysis";"Mees, J.; Meland, K. (Eds) (2012 onwards). World List of Lophogastrida, Stygiomysida and Mysida. Schistomysis Norman, 1892. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=119905 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:119905";1;NA;NA;NA;NA;"exact";"2016-12-23T09:11:52.947Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Peracarida";"Mysida";NA;NA;NA;NA;"Mysidae";"Schistomysis";NA;NA;NA;"Mysinae";"Paramysini";NA;NA;NA;NA
"324";"Scolelepis squamata";3;3;1;1;2;2;3;3;1;324;"Scolelepis squamata";131177;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131177";"Scolelepis squamata";"(Müller, 1806)";"alternate representation";NA;220;"Species";157566;"Scolelepis (Scolelepis) squamata";"(O.F. Muller, 1806)";129623;"Animalia";"Annelida";"Polychaeta";"Spionida";"Spionidae";"Scolelepis";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Scolelepis squamata (Müller, 1806). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131177 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131177";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Spionida";"Spioniformia";NA;NA;NA;"Spionidae";"Scolelepis";"Scolelepis squamata";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
"325";"Scoletoma fragilis";5;2;2;2;3;3;3;3;1;325;"Scoletoma fragilis";130261;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=130261";"Scoletoma fragilis";"(O.F. Müller, 1776)";"accepted";NA;220;"Species";130261;"Scoletoma fragilis";"(O.F. Müller, 1776)";129340;"Animalia";"Annelida";"Polychaeta";"Eunicida";"Lumbrineridae";"Scoletoma";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Scoletoma fragilis (O.F. Müller, 1776). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=130261 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:130261";1;0;0;0;0;"exact";"2013-05-09T03:31:00.287Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Errantia";NA;"Eunicida";NA;NA;NA;NA;"Lumbrineridae";"Scoletoma";"Scoletoma fragilis";NA;NA;NA;NA;NA;NA;NA;NA
"326";"Scoloplos armiger";3;3;2;2;2;2;3;3;1;326;"Scoloplos armiger";130537;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=130537";"Scoloplos armiger";"(Müller, 1776)";"accepted";NA;220;"Species";130537;"Scoloplos armiger";"(Müller, 1776)";129425;"Animalia";"Annelida";"Polychaeta";NA;"Orbiniidae";"Scoloplos";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Scoloplos armiger (Müller, 1776). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=130537 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:130537";1;0;0;0;0;"exact";"2017-08-23T02:25:03.500Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;NA;NA;NA;NA;NA;"Orbiniidae";"Scoloplos";"Scoloplos armiger";"Scolecida";NA;"Orbiniinae";NA;NA;NA;NA;NA
"327";"Sergia robusta";3;2;4;1;2;3;2;1;2;327;"Sergia robusta";107136;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107136";"Sergia robusta";"(Smith, 1882)";"unaccepted";NA;220;"Species";1056517;"Robustosergia robusta";"(Smith, 1882)";106830;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Sergestidae";"Sergia";"WoRMS (2021). Sergia robusta (Smith, 1882). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107136 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107136";1;NA;0;0;NA;"exact";"2018-01-26T13:28:04.073Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Dendrobranchiata";NA;NA;"Sergestoidea";"Sergestidae";"Sergia";"Sergia robusta";NA;NA;NA;NA;NA;NA;NA;NA
"328";"Sigalion mathildae";3;2;1;2;3;3;3;3;1;328;"Sigalion mathildae";131072;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131072";"Sigalion mathildae";"Audouin & Milne Edwards, 1832";"accepted";NA;220;"Species";131072;"Sigalion mathildae";"Audouin & Milne Edwards, 1832";129594;"Animalia";"Annelida";"Polychaeta";"Phyllodocida";"Sigalionidae";"Sigalion";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Sigalion mathildae Audouin & Milne Edwards, 1832. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131072 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131072";1;0;0;0;0;"exact";"2020-11-17T21:30:34.550Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Errantia";NA;"Phyllodocida";"Aphroditiformia";NA;NA;NA;"Sigalionidae";"Sigalion";"Sigalion mathildae";NA;NA;NA;NA;NA;NA;NA;NA
"329";"Solenocera membranacea";3;2;3;2;1;1;2;2;2;329;"Solenocera membranacea";107120;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=107120";"Solenocera membranacea";"(Risso, 1816)";"accepted";NA;220;"Species";107120;"Solenocera membranacea";"(Risso, 1816)";106826;"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Solenoceridae";"Solenocera";"WoRMS (2021). Solenocera membranacea (Risso, 1816). Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=107120 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:107120";1;NA;0;0;0;"exact";"2020-06-29T11:38:42.650Z";"Animalia";"Arthropoda";"Crustacea";"Multicrustacea";"Malacostraca";"Eumalacostraca";"Eucarida";"Decapoda";"Dendrobranchiata";NA;NA;"Penaeoidea";"Solenoceridae";"Solenocera";"Solenocera membranacea";NA;NA;NA;NA;NA;NA;NA;NA
"330";"Spatangus purpureus";4;3;3;2;3;3;3;4;2;330;"Spatangus purpureus";124418;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124418";"Spatangus purpureus";"O.F. Müller, 1776";"accepted";NA;220;"Species";124418;"Spatangus purpureus";"O.F. Müller, 1776";123430;"Animalia";"Echinodermata";"Echinoidea";"Spatangoida";"Spatangidae";"Spatangus";"Kroh, A.; Mooi, R. (2021). World Echinoidea Database. Spatangus purpureus O.F. Müller, 1776. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124418 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124418";1;0;0;0;0;"exact";"2010-09-25T21:07:08.937Z";"Animalia";"Echinodermata";"Echinozoa";NA;"Echinoidea";"Euechinoidea";"Atelostomata";"Spatangoida";"Brissidina";NA;NA;"Spatangoidea";"Spatangidae";"Spatangus";"Spatangus purpureus";"Irregularia";NA;NA;NA;NA;NA;NA;NA
"331";"Spatangus raschi";4;3;3;2;3;3;3;4;2;331;"Spatangus raschi";124419;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124419";"Spatangus raschi";"Lovén, 1869";"accepted";NA;220;"Species";124419;"Spatangus raschi";"Lovén, 1869";123430;"Animalia";"Echinodermata";"Echinoidea";"Spatangoida";"Spatangidae";"Spatangus";"Kroh, A.; Mooi, R. (2021). World Echinoidea Database. Spatangus raschi Lovén, 1869. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124419 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124419";1;0;0;0;0;"exact";"2013-08-26T18:24:18.240Z";"Animalia";"Echinodermata";"Echinozoa";NA;"Echinoidea";"Euechinoidea";"Atelostomata";"Spatangoida";"Brissidina";NA;NA;"Spatangoidea";"Spatangidae";"Spatangus";"Spatangus raschi";"Irregularia";NA;NA;NA;NA;NA;NA;NA
"332";"Sphaerechinus granularis";3;2;4;2;2;3;3;4;2;332;"Sphaerechinus granularis";124427;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=124427";"Sphaerechinus granularis";"(Lamarck, 1816)";"accepted";NA;220;"Species";124427;"Sphaerechinus granularis";"(Lamarck, 1816)";123436;"Animalia";"Echinodermata";"Echinoidea";"Camarodonta";"Toxopneustidae";"Sphaerechinus";"Kroh, A.; Mooi, R. (2021). World Echinoidea Database. Sphaerechinus granularis (Lamarck, 1816). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=124427 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:124427";1;0;0;0;0;"exact";"2013-08-27T06:20:30.880Z";"Animalia";"Echinodermata";"Echinozoa";NA;"Echinoidea";"Euechinoidea";"Echinacea";"Camarodonta";NA;"Echinidea";NA;"Odontophora";"Toxopneustidae";"Sphaerechinus";"Sphaerechinus granularis";"Carinacea";NA;NA;NA;NA;NA;NA;NA
"333";"Sphenia binghami";2;3;4;4;3;4;3;4;1;333;"Sphenia binghami";140432;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=140432";"Sphenia binghami";"W. Turton, 1822";"accepted";NA;220;"Species";140432;"Sphenia binghami";"W. Turton, 1822";138212;"Animalia";"Mollusca";"Bivalvia";"Myida";"Myidae";"Sphenia";"MolluscaBase eds. (2021). MolluscaBase. Sphenia binghami W. Turton, 1822. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=140432 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:140432";1;NA;NA;NA;NA;"exact";"2004-12-21T15:54:05Z";"Animalia";"Mollusca";NA;NA;"Bivalvia";"Autobranchia";"Imparidentia";"Myida";NA;NA;NA;"Myoidea";"Myidae";"Sphenia";"Sphenia binghami";"Heteroconchia";"Euheterodonta";NA;NA;NA;NA;NA;NA
"334";"Spio decoratus";2;3;3;3;1;1;2;3;1;334;"Spio decoratus";131182;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131182";"Spio decoratus";"Bobretzky, 1870";"unaccepted";"mandatory gender agreement requires 'decorata'";220;"Species";152314;"Spio decorata";"Bobretzky, 1870";129625;"Animalia";"Annelida";"Polychaeta";"Spionida";"Spionidae";"Spio";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Spio decoratus Bobretzky, 1870. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131182 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131182";1;0;0;0;0;"exact";"2017-09-18T02:19:43.410Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Spionida";"Spioniformia";NA;NA;NA;"Spionidae";"Spio";"Spio decoratus";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
"335";"Spio filicornis";2;3;3;3;1;1;2;2;1;335;"Spio filicornis";131183;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131183";"Spio filicornis";"(Müller, 1776)";"accepted";NA;220;"Species";131183;"Spio filicornis";"(Müller, 1776)";129625;"Animalia";"Annelida";"Polychaeta";"Spionida";"Spionidae";"Spio";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Spio filicornis (Müller, 1776). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131183 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131183";1;0;1;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Spionida";"Spioniformia";NA;NA;NA;"Spionidae";"Spio";"Spio filicornis";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
"336";"Spio martinensis";2;3;3;3;1;1;2;3;1;336;"Spio martinensis";131185;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131185";"Spio martinensis";"Mesnil, 1896";"accepted";NA;220;"Species";131185;"Spio martinensis";"Mesnil, 1896";129625;"Animalia";"Annelida";"Polychaeta";"Spionida";"Spionidae";"Spio";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Spio martinensis Mesnil, 1896. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131185 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131185";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Spionida";"Spioniformia";NA;NA;NA;"Spionidae";"Spio";"Spio martinensis";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
"337";"Spiophanes bombyx";3;3;3;3;1;2;3;3;1;337;"Spiophanes bombyx";131187;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=131187";"Spiophanes bombyx";"(Claparède, 1870)";"accepted";NA;220;"Species";131187;"Spiophanes bombyx";"(Claparède, 1870)";129626;"Animalia";"Annelida";"Polychaeta";"Spionida";"Spionidae";"Spiophanes";"Read, G.; Fauchald, K. (Ed.) (2021). World Polychaeta Database. Spiophanes bombyx (Claparède, 1870). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=131187 on 2021-05-03";"urn:lsid:marinespecies.org:taxname:131187";1;0;0;0;0;"exact";"2008-03-26T11:36:43.420Z";"Animalia";"Annelida";NA;NA;"Polychaeta";"Sedentaria";NA;"Spionida";"Spioniformia";NA;NA;NA;"Spionidae";"Spiophanes";"Spiophanes bombyx";"Canalipalpata";NA;NA;NA;NA;NA;NA;NA
